user_x,user_y,cell_x,cell_y,cell_power,cell_x,cell_y,cell_power,cell_x,cell_y,cell_power,cell_x,cell_y,cell_power,cell_x,cell_y,cell_power,cell_x,cell_y,cell_power
27,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
28,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
29,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
30,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
31,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
32,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
33,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
34,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
35,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
36,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
37,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
38,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
39,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
40,5,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
41,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
42,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
43,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
44,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
45,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
46,5,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
47,5,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
48,5,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
49,5,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
50,5,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
51,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
52,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
53,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
54,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
55,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
56,5,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
57,5,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
58,5,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
59,5,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
60,5,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
61,5,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
62,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
63,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
64,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
65,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
66,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
67,5,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
68,5,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
69,5,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
70,5,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
71,5,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
72,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
73,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
74,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
75,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
76,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
77,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
78,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
79,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
80,5,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
81,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
82,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
83,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
84,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
85,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
86,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
87,5,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
88,5,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
89,5,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
90,5,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
91,5,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
92,5,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
93,5,77.565,5.4045,19,101.31,19.135,19,82.947,18.112,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
94,5,101.31,19.135,19,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
95,5,101.31,19.135,19,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
96,5,101.31,19.135,19,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
97,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
98,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
99,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
100,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
101,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
102,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
103,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
104,5,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
0,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
1,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
2,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
3,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
4,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
5,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
6,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
7,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
8,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
9,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
10,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
11,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
12,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
13,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
14,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
15,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
16,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
17,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
18,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
19,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
20,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
21,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
22,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
23,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
24,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
25,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
26,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
27,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
28,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
29,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
30,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
31,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
32,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
33,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
34,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
35,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
36,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
37,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
38,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
39,6,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
40,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
41,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
42,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
43,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
44,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
45,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
46,6,51.446,17.966,19,24.377,11.978,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
47,6,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
48,6,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
49,6,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
50,6,51.446,17.966,19,69.175,11.247,19,24.377,11.978,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
51,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
52,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
53,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
54,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,24.377,11.978,19,82.947,18.112,19,101.31,19.135,19
55,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
56,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
57,6,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
58,6,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
59,6,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
60,6,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
61,6,69.175,11.247,19,51.446,17.966,19,77.565,5.4045,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
62,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
63,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,24.377,11.978,19,101.31,19.135,19
64,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
65,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
66,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
67,6,69.175,11.247,19,77.565,5.4045,19,51.446,17.966,19,82.947,18.112,19,101.31,19.135,19,24.377,11.978,19
68,6,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
69,6,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
70,6,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
71,6,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
72,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
73,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
74,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
75,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
76,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,51.446,17.966,19,101.31,19.135,19,24.377,11.978,19
77,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
78,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
79,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
80,6,77.565,5.4045,19,69.175,11.247,19,82.947,18.112,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
81,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
82,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
83,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
84,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
85,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
86,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
87,6,77.565,5.4045,19,82.947,18.112,19,69.175,11.247,19,101.31,19.135,19,51.446,17.966,19,24.377,11.978,19
88,6,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
89,6,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
90,6,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
91,6,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
92,6,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
93,6,77.565,5.4045,19,101.31,19.135,19,82.947,18.112,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
94,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
95,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
96,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
97,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
98,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
99,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
100,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
101,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
102,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
103,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
104,6,101.31,19.135,19,82.947,18.112,19,77.565,5.4045,19,69.175,11.247,19,51.446,17.966,19,24.377,11.978,19
0,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
1,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
2,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
3,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
4,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
5,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
6,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
7,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
8,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
9,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
10,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
11,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
12,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
13,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
14,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
15,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
16,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
17,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
18,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
19,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
20,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
21,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
22,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
23,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
24,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
25,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
26,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
27,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
28,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
29,7,24.377,11.978,19,51.446,17.966,19,69.175,11.247,19,77.565,5.4045,19,82.947,18.112,19,101.31,19.135,19
