location_x,location_y,PCI,RSRP,RSRQ,SNR,timestamp,filename,Power_301,Power_302,301_beam0,301_beam32,301_beam64,301_beam96,301_beam128,301_beam288,302_beam0,302_beam32,302_beam64,302_beam96,302_beam128,302_beam288,Distance_301,Distance_302,Angle_301,Angle_302
899.0,177.0,120,-134.9,-19.1,,08:46:17.002,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-135.0,-19.6,,08:46:17.499,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.4,-19.3,,08:46:20.763,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-135.6,-20.3,,08:46:26.245,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-136.8,-20.1,,08:46:30.285,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-137.9,-22.6,,08:46:39.615,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.8,-19.6,,08:46:43.152,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.5,-17.4,,08:46:43.655,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.9,-17.6,,08:46:47.490,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-137.0,-22.1,,08:46:52.975,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.2,-18.8,,08:46:57.021,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.1,-16.9,,08:47:00.863,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-136.2,-21.1,,08:47:06.353,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.9,-19.4,,08:47:09.888,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-131.6,-16.9,,08:47:10.404,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-131.2,-15.8,,08:47:19.792,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-131.3,-16.0,,08:47:23.821,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-133.4,-18.2,,08:47:24.331,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-133.6,-19.0,,08:47:27.732,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.4,-17.4,,08:47:48.223,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.9,-18.1,,08:47:52.263,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.2,-16.8,,08:47:52.763,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-133.8,-18.8,,08:47:56.211,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.9,-19.1,,08:48:16.692,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-132.8,-17.6,,08:48:20.234,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-134.7,-19.8,,08:48:20.722,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
899.0,177.0,120,-136.4,-21.4,,08:48:24.201,18Jun13_084616.1.nmf,-10,-10,0,0,1,0,0,0,1,0,0,0,0,0,38.01315561749642,163.59095329510126,D,D
