location_x,location_y,PCI,RSRP,RSRQ,SNR,timestamp,filename,Power_301,Power_302,301_beam0,301_beam32,301_beam64,301_beam96,301_beam288,302_beam0,302_beam32,302_beam64,302_beam96,302_beam288,Distance_301,Distance_302,Angle_301,Angle_302
794,198,302,-100.4,-7.6,23.3,10:21:07.552,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.6,-8.1,23.2,10:21:07.998,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-7.8,23.1,10:21:08.564,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-8,23.1,10:21:09.127,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.7,23,10:21:09.684,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.8,23.1,10:21:10.234,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.8,22.9,10:21:10.770,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-7.9,22.9,10:21:11.358,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.9,23.1,10:21:11.862,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.7,23.1,10:21:12.293,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-7.8,23,10:21:12.861,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-8,23.3,10:21:13.405,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.6,-8.1,23.4,10:21:13.967,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.4,-7.9,23.5,10:21:14.433,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.9,-7.3,23.1,10:21:15.008,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.9,-6.1,23.1,10:21:15.427,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-7.3,23.3,10:21:16.016,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-7.8,23.4,10:21:16.535,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.4,-8,23.3,10:21:17.092,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.4,-7.9,23.4,10:21:17.654,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.3,-7.5,23.4,10:21:18.221,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.3,-7.6,23.5,10:21:18.678,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100,-7.7,23.5,10:21:19.246,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.6,-8.8,23.5,10:21:19.694,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.4,-8.3,23.2,10:21:20.262,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.4,-8.4,23.3,10:21:20.715,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-8.3,23.4,10:21:21.290,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.8,-8,23.2,10:21:21.792,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.7,-7.4,23.3,10:21:22.296,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.6,-8,23.4,10:21:22.800,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.2,-7.7,23.5,10:21:23.295,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.2,-6.2,23.8,10:21:23.710,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.1,-6.2,23.9,10:21:24.392,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-100.1,-7.8,24,10:21:24.859,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.9,-7.8,24.9,10:21:25.318,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98,-7.8,25.1,10:21:26.015,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8,26,10:21:26.558,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.6,-8.3,25.2,10:21:27.014,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.8,-7.7,25.2,10:21:27.696,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.8,-8.2,24.7,10:21:28.037,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.7,-7.8,24.7,10:21:28.858,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8.8,25,10:21:29.315,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-9,25.1,10:21:29.967,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.5,-8.5,25,10:21:30.627,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8.8,24.9,10:21:31.195,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8.9,24.9,10:21:31.717,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8.6,25.4,10:21:32.200,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.2,24.9,10:21:32.868,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.6,-6.1,25.3,10:21:33.618,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8.3,25.1,10:21:34.255,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.5,25.4,10:21:34.771,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.6,25.4,10:21:35.471,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.6,-8.6,25.3,10:21:36.162,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.7,-8.8,25.1,10:21:36.714,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.6,-8.8,25.1,10:21:37.157,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8,25.4,10:21:37.639,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8.1,25.5,10:21:38.456,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.2,-8.1,25.1,10:21:39.042,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8,25,10:21:39.567,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.2,-8.3,25.3,10:21:40.104,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.3,-8.1,25,10:21:40.607,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8.1,25,10:21:41.267,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.9,-8.3,25.9,10:21:41.715,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.9,-8.1,25.7,10:21:42.314,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.8,-7.8,25.3,10:21:42.877,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.9,-8,25.4,10:21:43.415,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.2,-8,24.8,10:21:43.945,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8.3,24.8,10:21:44.468,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.4,-8.3,24.8,10:21:45.016,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.6,25.1,10:21:45.515,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.7,25.3,10:21:46.171,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-98.1,-8.4,25.3,10:21:46.805,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
794,198,302,-97.9,-8,25.4,10:21:47.324,18Jun21_102056.1.nmf,-9,-12,0,1,0,0,0,1,0,0,0,0,74.0067564483,56.5685424949,A,D
