88.120000,11.944500,41.000000
55.654000,12.885000,39.000000
84.781000,20.566500,41.000000
83.872000,3.396000,40.000000
59.656000,21.084000,38.000000
92.030500,11.845500,41.000000
97.948000,16.083000,42.000000
89.320000,3.139500,41.000000
85.958500,15.556500,41.000000
89.320000,3.139500,41.000000
85.958500,15.556500,41.000000
93.577000,12.043500,41.000000
28.633000,13.450500,37.000000
41.263000,25.225500,38.000000
60.394000,12.765000,39.000000
68.656000,20.619000,38.000000
68.656000,20.619000,38.000000
54.097000,16.956000,38.000000
84.781000,20.566500,41.000000
47.092000,21.283500,38.000000
87.841000,19.659000,41.000000
88.120000,11.944500,41.000000
62.953000,1.435500,39.000000
85.295500,8.103000,41.000000
92.030500,11.845500,41.000000
86.504500,18.388500,41.000000
88.192000,14.788500,41.000000
83.143000,12.070500,41.000000
83.143000,12.070500,41.000000
72.295000,14.479500,39.000000
93.577000,12.043500,41.000000
56.624500,9.066000,39.000000
41.263000,25.225500,38.000000
101.852500,15.747000,42.000000
76.391500,12.360000,41.000000
69.304000,8.745000,39.000000
101.891500,17.287500,42.000000
89.320000,3.139500,41.000000
93.577000,12.043500,41.000000
41.996500,21.412500,38.000000
55.654000,12.885000,39.000000
97.948000,16.083000,42.000000
76.193500,13.906500,41.000000
97.948000,16.083000,42.000000
78.047500,12.199500,41.000000
63.926500,7.102500,39.000000
85.958500,15.556500,41.000000
60.394000,12.765000,39.000000
55.654000,12.885000,39.000000
92.030500,11.845500,41.000000
41.546500,13.005000,38.000000
91.576000,7.944000,41.000000
41.546500,13.005000,38.000000
82.714000,23.227500,41.000000
98.146000,14.536500,42.000000
79.325500,15.843000,41.000000
69.175000,3.649500,39.000000
72.596500,12.337500,39.000000
76.031500,16.875000,41.000000
56.624500,9.066000,39.000000
78.047500,12.199500,41.000000
101.891500,17.287500,42.000000
28.633000,13.450500,37.000000
78.532000,17.286000,41.000000
14.647000,13.686000,37.000000
91.576000,7.944000,41.000000
98.017000,18.808500,42.000000
86.504500,18.388500,41.000000
85.958500,15.556500,41.000000
77.105500,3.093000,40.000000
76.193500,13.906500,41.000000
56.830000,3.132000,40.000000
83.872000,3.396000,40.000000
93.577000,12.043500,41.000000
67.637500,3.807000,39.000000
72.596500,12.337500,39.000000
78.532000,17.286000,41.000000
56.957500,12.852000,39.000000
70.466500,12.510000,39.000000
86.935000,11.974500,41.000000
54.049000,15.060000,38.000000
76.031500,16.875000,41.000000
83.143000,12.070500,41.000000
88.192000,14.788500,41.000000
59.656000,21.084000,38.000000
