location_x,location_y,PCI,RSRP,RSRQ,SNR,timestamp,filename,Power_301,Power_302,301_beam0,301_beam32,301_beam64,301_beam96,301_beam128,302_beam0,302_beam32,302_beam64,302_beam96,302_beam128,Distance_301,Distance_302,Angle_301,Angle_302
743.0,127.0,302.0,-121.9,-11.9,,10:50:33.231,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-123.1,-14.8,,10:50:37.570,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-121.8,-13.3,,10:50:38.716,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-122.0,-13.8,,10:50:42.481,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-121.2,-11.3,,10:50:48.342,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-121.1,-11.3,,10:50:53.866,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-122.6,-13.6,,10:50:57.666,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-124.0,-14.3,,10:51:03.807,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-122.6,-12.1,,10:51:08.105,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-119.4,-11.3,,10:51:08.801,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
743.0,127.0,302.0,-123.7,-13.9,,10:51:13.057,18Jul25_105028.1.nmf,-9,-12,0,1,1,0,0,1,0,0,0,0,144.25324953012324,79.1580697086532,1.0,3
