Location_x,Location_y,PCI,RSRP,RSRQ,SNR,Location_SC1_x,Location_SC1_y,Location_SC2_x,Location_SC2_y,Location_SC3_x,Location_SC3_y,Location_SC5_x,Location_SC5_y,Power_SC1,Power_SC2,Power_SC3,Power_SC5,time,file_name
132,211,1,-95.9,-8.8,14.8,251,207,480,151,631,209,753,152,19,19,19,19,59:21.1,18Apr13_165917.1.nmf
132,211,1,-96.8,-9.3,16.3,251,207,480,151,631,209,753,152,19,19,19,19,59:19.8,18Apr13_165917.1.nmf
132,211,1,-95.7,-9.2,17.3,251,207,480,151,631,209,753,152,19,19,19,19,59:18.5,18Apr13_165917.1.nmf
132,211,1,-95.8,-8.3,13.5,251,207,480,151,631,209,753,152,19,19,19,19,59:18.4,18Apr13_165917.1.nmf
132,211,1,-96.2,-9.3,15.4,251,207,480,151,631,209,753,152,19,19,19,19,59:17.0,18Apr13_165917.1.nmf
314,214,1,-85.9,-6.3,29,251,207,480,151,631,209,753,152,19,19,19,19,01:43.4,18Apr13_170141.1.nmf
199,213,1,-73.8,-6.3,26.6,251,207,480,151,631,209,753,152,19,19,19,19,49:50.1,18Apr13_164947.1.nmf
199,213,1,-72.9,-6.3,27.6,251,207,480,151,631,209,753,152,19,19,19,19,49:49.0,18Apr13_164947.1.nmf
199,213,1,-74.5,-6.3,28.7,251,207,480,151,631,209,753,152,19,19,19,19,49:47.5,18Apr13_164947.1.nmf
199,213,1,-72.4,-6.3,30,251,207,480,151,631,209,753,152,19,19,19,19,49:47.1,18Apr13_164947.1.nmf
738,148,3,-75.1,-6.2,29.8,251,207,480,151,631,209,753,152,19,19,19,19,08:30.3,18Apr13_110822.1.nmf
738,148,3,-75.3,-6.1,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:29.8,18Apr13_110822.1.nmf
738,148,3,-75.1,-6,30,251,207,480,151,631,209,753,152,19,19,19,19,08:29.3,18Apr13_110822.1.nmf
738,148,3,-75.9,-6,29.8,251,207,480,151,631,209,753,152,19,19,19,19,08:28.8,18Apr13_110822.1.nmf
738,148,3,-75.6,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:28.3,18Apr13_110822.1.nmf
738,148,3,-75.4,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,08:27.8,18Apr13_110822.1.nmf
738,148,3,-76.6,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,08:27.3,18Apr13_110822.1.nmf
738,148,3,-78.1,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,08:26.8,18Apr13_110822.1.nmf
738,148,3,-78.8,-6,30,251,207,480,151,631,209,753,152,19,19,19,19,08:26.3,18Apr13_110822.1.nmf
738,148,3,-78.5,-5.9,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:25.8,18Apr13_110822.1.nmf
738,148,3,-74.8,-6.1,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:25.3,18Apr13_110822.1.nmf
738,148,3,-75.3,-6,30,251,207,480,151,631,209,753,152,19,19,19,19,08:24.8,18Apr13_110822.1.nmf
738,148,3,-71.4,-5.9,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:24.3,18Apr13_110822.1.nmf
738,148,3,-71.9,-5.9,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:23.7,18Apr13_110822.1.nmf
738,148,3,-71.3,-5.8,29.9,251,207,480,151,631,209,753,152,19,19,19,19,08:23.2,18Apr13_110822.1.nmf
205,134,1,-93.4,-6.9,13.4,251,207,480,151,631,209,753,152,19,19,19,19,44:03.2,18Apr13_164359.1.nmf
205,134,1,-94.9,-7.6,9.8,251,207,480,151,631,209,753,152,19,19,19,19,44:01.9,18Apr13_164359.1.nmf
205,134,1,-92.5,-7.6,10.3,251,207,480,151,631,209,753,152,19,19,19,19,44:00.7,18Apr13_164359.1.nmf
205,134,1,-99.9,-7.4,9.6,251,207,480,151,631,209,753,152,19,19,19,19,43:59.9,18Apr13_164359.1.nmf
160,244,1,-95.1,-6.6,26.9,251,207,480,151,631,209,753,152,19,19,19,19,51:38.7,18Apr13_165134.1.nmf
160,244,1,-94.9,-6.8,28.4,251,207,480,151,631,209,753,152,19,19,19,19,51:36.3,18Apr13_165134.1.nmf
160,244,1,-95,-6.8,27.4,251,207,480,151,631,209,753,152,19,19,19,19,51:36.3,18Apr13_165134.1.nmf
160,244,1,-103.3,-7.3,22.4,251,207,480,151,631,209,753,152,19,19,19,19,51:34.6,18Apr13_165134.1.nmf
786,181,3,-75.5,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:51.2,18Apr13_110041.1.nmf
786,181,3,-75.7,-5.9,29.9,251,207,480,151,631,209,753,152,19,19,19,19,00:50.7,18Apr13_110041.1.nmf
786,181,3,-74.9,-6.7,30,251,207,480,151,631,209,753,152,19,19,19,19,00:50.1,18Apr13_110041.1.nmf
786,181,3,-74.1,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,00:49.6,18Apr13_110041.1.nmf
786,181,3,-73.9,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:49.1,18Apr13_110041.1.nmf
786,181,3,-73.8,-6,30,251,207,480,151,631,209,753,152,19,19,19,19,00:48.6,18Apr13_110041.1.nmf
786,181,3,-74,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,00:48.1,18Apr13_110041.1.nmf
786,181,3,-74,-6.2,29.9,251,207,480,151,631,209,753,152,19,19,19,19,00:47.6,18Apr13_110041.1.nmf
786,181,3,-74.3,-6.2,29.9,251,207,480,151,631,209,753,152,19,19,19,19,00:47.1,18Apr13_110041.1.nmf
786,181,3,-73.4,-6.5,30,251,207,480,151,631,209,753,152,19,19,19,19,00:46.6,18Apr13_110041.1.nmf
786,181,3,-73.6,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,00:46.1,18Apr13_110041.1.nmf
786,181,3,-74,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:45.6,18Apr13_110041.1.nmf
786,181,3,-74.4,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:45.1,18Apr13_110041.1.nmf
786,181,3,-74.8,-6.8,30,251,207,480,151,631,209,753,152,19,19,19,19,00:44.6,18Apr13_110041.1.nmf
786,181,3,-74.6,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:44.1,18Apr13_110041.1.nmf
786,181,3,-74.6,-6.2,30,251,207,480,151,631,209,753,152,19,19,19,19,00:43.6,18Apr13_110041.1.nmf
786,181,3,-74.5,-7.8,30,251,207,480,151,631,209,753,152,19,19,19,19,00:43.1,18Apr13_110041.1.nmf
786,181,3,-74.8,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,00:42.6,18Apr13_110041.1.nmf
786,181,3,-74.9,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,00:42.1,18Apr13_110041.1.nmf
709,244,54,-82.9,-8.2,27.2,251,207,480,151,631,209,753,152,19,19,19,19,22:52.3,18Apr13_162249.1.nmf
709,244,54,-85.8,-9.1,26,251,207,480,151,631,209,753,152,19,19,19,19,22:51.0,18Apr13_162249.1.nmf
709,244,54,-85.6,-9,28.3,251,207,480,151,631,209,753,152,19,19,19,19,22:50.0,18Apr13_162249.1.nmf
512,205,54,-92.6,-10.8,3.7,251,207,480,151,631,209,753,152,19,19,19,19,34:29.1,18Apr13_163425.1.nmf
512,205,54,-93.1,-10.3,6.7,251,207,480,151,631,209,753,152,19,19,19,19,34:27.5,18Apr13_163425.1.nmf
512,205,54,-90.4,-9.9,9.4,251,207,480,151,631,209,753,152,19,19,19,19,34:26.0,18Apr13_163425.1.nmf
512,205,54,-98.1,-13.5,-1.7,251,207,480,151,631,209,753,152,19,19,19,19,34:25.1,18Apr13_163425.1.nmf
244,144,1,-94.1,-6.2,21.1,251,207,480,151,631,209,753,152,19,19,19,19,41:41.2,18Apr13_164137.1.nmf
244,144,1,-93.9,-6.4,22.5,251,207,480,151,631,209,753,152,19,19,19,19,41:39.9,18Apr13_164137.1.nmf
244,144,1,-99.8,-6.4,21.9,251,207,480,151,631,209,753,152,19,19,19,19,41:38.7,18Apr13_164137.1.nmf
244,144,1,-95.3,-6.4,27.6,251,207,480,151,631,209,753,152,19,19,19,19,41:37.5,18Apr13_164137.1.nmf
300,254,1,-81.8,-6.3,22.8,251,207,480,151,631,209,753,152,19,19,19,19,57:40.3,18Apr13_165737.1.nmf
300,254,1,-84.6,-6.5,22.7,251,207,480,151,631,209,753,152,19,19,19,19,57:39.8,18Apr13_165737.1.nmf
300,254,1,-83.2,-6.4,24.3,251,207,480,151,631,209,753,152,19,19,19,19,57:37.7,18Apr13_165737.1.nmf
262,212,1,-64.1,-6.3,27,251,207,480,151,631,209,753,152,19,19,19,19,58:28.5,18Apr13_165825.1.nmf
262,212,1,-63.5,-6.3,28.3,251,207,480,151,631,209,753,152,19,19,19,19,58:27.5,18Apr13_165825.1.nmf
262,212,1,-64.4,-6.4,27.3,251,207,480,151,631,209,753,152,19,19,19,19,58:25.9,18Apr13_165825.1.nmf
262,212,1,-66.6,-6.4,27.6,251,207,480,151,631,209,753,152,19,19,19,19,58:25.1,18Apr13_165825.1.nmf
778,193,3,-75.8,-5.9,30,251,207,480,151,631,209,753,152,19,19,19,19,59:12.5,18Apr13_105906.1.nmf
778,193,3,-76.6,-6.3,29.8,251,207,480,151,631,209,753,152,19,19,19,19,59:12.0,18Apr13_105906.1.nmf
778,193,3,-74.6,-6.2,29.3,251,207,480,151,631,209,753,152,19,19,19,19,59:11.5,18Apr13_105906.1.nmf
778,193,3,-74.5,-5.7,29.2,251,207,480,151,631,209,753,152,19,19,19,19,59:11.0,18Apr13_105906.1.nmf
778,193,3,-80.3,-5.9,28.7,251,207,480,151,631,209,753,152,19,19,19,19,59:10.5,18Apr13_105906.1.nmf
778,193,3,-77.2,-6,28.8,251,207,480,151,631,209,753,152,19,19,19,19,59:10.0,18Apr13_105906.1.nmf
778,193,3,-78.9,-6,29,251,207,480,151,631,209,753,152,19,19,19,19,59:09.5,18Apr13_105906.1.nmf
778,193,3,-79.2,-6,29.2,251,207,480,151,631,209,753,152,19,19,19,19,59:08.9,18Apr13_105906.1.nmf
778,193,3,-78,-6.1,29.2,251,207,480,151,631,209,753,152,19,19,19,19,59:08.4,18Apr13_105906.1.nmf
778,193,3,-77.6,-10.8,29.6,251,207,480,151,631,209,753,152,19,19,19,19,59:07.9,18Apr13_105906.1.nmf
778,193,3,-75.2,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,59:07.4,18Apr13_105906.1.nmf
778,193,3,-76,-6.3,30,251,207,480,151,631,209,753,152,19,19,19,19,59:06.9,18Apr13_105906.1.nmf
778,193,3,-76.2,-6.1,30,251,207,480,151,631,209,753,152,19,19,19,19,59:06.4,18Apr13_105906.1.nmf
140,118,1,-100.7,-6.8,23.5,251,207,480,151,631,209,753,152,19,19,19,19,48:29.6,18Apr13_164825.1.nmf
140,118,1,-103.3,-7.3,20.9,251,207,480,151,631,209,753,152,19,19,19,19,48:28.2,18Apr13_164825.1.nmf
140,118,1,-105.9,-6.9,19.4,251,207,480,151,631,209,753,152,19,19,19,19,48:26.9,18Apr13_164825.1.nmf
140,118,1,-106.8,-6.8,18.7,251,207,480,151,631,209,753,152,19,19,19,19,48:26.7,18Apr13_164825.1.nmf
177,102,1,-95.1,-6.4,25.6,251,207,480,151,631,209,753,152,19,19,19,19,47:19.1,18Apr13_164715.1.nmf
177,102,1,-111,-11.7,30,251,207,480,151,631,209,753,152,19,19,19,19,47:17.8,18Apr13_164715.1.nmf
177,102,1,-112,-12.5,-1,251,207,480,151,631,209,753,152,19,19,19,19,47:16.5,18Apr13_164715.1.nmf
177,102,1,-100.6,-10.1,3.4,251,207,480,151,631,209,753,152,19,19,19,19,47:15.5,18Apr13_164715.1.nmf
753,255,3,-91.5,-6.3,24.5,251,207,480,151,631,209,753,152,19,19,19,19,14:02.6,18Apr13_171358.1.nmf
753,255,3,-90.6,-6.4,26.9,251,207,480,151,631,209,753,152,19,19,19,19,14:00.8,18Apr13_171358.1.nmf
753,255,3,-88.1,-6.3,26.6,251,207,480,151,631,209,753,152,19,19,19,19,13:59.5,18Apr13_171358.1.nmf
753,255,3,-92.4,-6.4,28.9,251,207,480,151,631,209,753,152,19,19,19,19,13:58.8,18Apr13_171358.1.nmf
759,258,3,-94.9,-6.2,25.8,251,207,480,151,631,209,753,152,19,19,19,19,24:06.9,18Apr13_162401.1.nmf
759,258,3,-93.7,-6.3,24.2,251,207,480,151,631,209,753,152,19,19,19,19,24:05.6,18Apr13_162401.1.nmf
759,258,3,-93.2,-6.4,22.9,251,207,480,151,631,209,753,152,19,19,19,19,24:04.4,18Apr13_162401.1.nmf
759,258,3,-93.6,-6.4,22,251,207,480,151,631,209,753,152,19,19,19,19,24:03.1,18Apr13_162401.1.nmf
759,258,3,-94.8,-6.4,22,251,207,480,151,631,209,753,152,19,19,19,19,24:01.8,18Apr13_162401.1.nmf
759,258,3,-94.8,-6.3,22.6,251,207,480,151,631,209,753,152,19,19,19,19,24:01.6,18Apr13_162401.1.nmf
377,108,2,-101.6,-10.4,4.7,251,207,480,151,631,209,753,152,19,19,19,19,39:31.7,18Apr13_163927.1.nmf
377,108,2,-102.5,-11.9,3.3,251,207,480,151,631,209,753,152,19,19,19,19,39:30.6,18Apr13_163927.1.nmf
377,108,2,-102.2,-10.1,5,251,207,480,151,631,209,753,152,19,19,19,19,39:29.6,18Apr13_163927.1.nmf
377,108,2,-109.4,-9.8,5.3,251,207,480,151,631,209,753,152,19,19,19,19,39:29.1,18Apr13_163927.1.nmf
191,102,1,-96.6,-8,8.8,251,207,480,151,631,209,753,152,19,19,19,19,47:08.7,18Apr13_164705.1.nmf
191,102,1,-97.4,-7.4,10.3,251,207,480,151,631,209,753,152,19,19,19,19,47:06.5,18Apr13_164705.1.nmf
191,102,1,-96.8,-9,4.9,251,207,480,151,631,209,753,152,19,19,19,19,47:06.2,18Apr13_164705.1.nmf
746,248,54,-100.6,-12.4,-2.5,251,207,480,151,631,209,753,152,19,19,19,19,15:51.2,18Apr13_161546.1.nmf
746,248,54,-100.5,-14.3,-4.9,251,207,480,151,631,209,753,152,19,19,19,19,15:50.1,18Apr13_161546.1.nmf
746,248,54,-98.6,-12.5,0.4,251,207,480,151,631,209,753,152,19,19,19,19,15:49.1,18Apr13_161546.1.nmf
746,248,54,-99.1,-11.9,-2.2,251,207,480,151,631,209,753,152,19,19,19,19,15:47.6,18Apr13_161546.1.nmf
746,248,54,-102.6,-10.3,0.4,251,207,480,151,631,209,753,152,19,19,19,19,15:46.4,18Apr13_161546.1.nmf
172,152,1,-93,-6.3,26.5,251,207,480,151,631,209,753,152,19,19,19,19,47:43.4,18Apr13_164740.1.nmf
172,152,1,-100.3,-6.4,22.2,251,207,480,151,631,209,753,152,19,19,19,19,47:42.4,18Apr13_164740.1.nmf
172,152,1,-102.3,-6.4,21.5,251,207,480,151,631,209,753,152,19,19,19,19,47:42.1,18Apr13_164740.1.nmf
172,152,1,-94.6,-6.5,26.5,251,207,480,151,631,209,753,152,19,19,19,19,47:40.6,18Apr13_164740.1.nmf
343,278,1,-93.6,-6.4,27.5,251,207,480,151,631,209,753,152,19,19,19,19,54:54.7,18Apr13_165451.1.nmf
343,278,1,-94.3,-6.3,27.2,251,207,480,151,631,209,753,152,19,19,19,19,54:53.4,18Apr13_165451.1.nmf
343,278,1,-98.3,-6.9,26,251,207,480,151,631,209,753,152,19,19,19,19,54:52.2,18Apr13_165451.1.nmf
343,278,1,-101.4,-6.6,22.9,251,207,480,151,631,209,753,152,19,19,19,19,54:51.4,18Apr13_165451.1.nmf
248,188,1,-91.9,-6.4,27.2,251,207,480,151,631,209,753,152,19,19,19,19,42:59.2,18Apr13_164254.1.nmf
248,188,1,-91.3,-6.9,26.6,251,207,480,151,631,209,753,152,19,19,19,19,42:58.1,18Apr13_164254.1.nmf
248,188,1,-96.4,-6.4,25.8,251,207,480,151,631,209,753,152,19,19,19,19,42:56.7,18Apr13_164254.1.nmf
248,188,1,-97.7,-6.4,22.3,251,207,480,151,631,209,753,152,19,19,19,19,42:56.7,18Apr13_164254.1.nmf
248,188,1,-97.5,-6.4,26.3,251,207,480,151,631,209,753,152,19,19,19,19,42:55.4,18Apr13_164254.1.nmf
290,241,1,-85.5,-6.4,20.6,251,207,480,151,631,209,753,152,19,19,19,19,57:50.8,18Apr13_165748.1.nmf
290,241,1,-85.9,-6.4,21.6,251,207,480,151,631,209,753,152,19,19,19,19,57:49.3,18Apr13_165748.1.nmf
597,231,54,-93.8,-6.7,14.5,251,207,480,151,631,209,753,152,19,19,19,19,26:42.7,18Apr13_162640.1.nmf
597,231,54,-92.1,-6.3,24,251,207,480,151,631,209,753,152,19,19,19,19,26:41.4,18Apr13_162640.1.nmf
597,231,54,-93.4,-6.3,23.1,251,207,480,151,631,209,753,152,19,19,19,19,26:40.2,18Apr13_162640.1.nmf
775,214,3,-86.1,-7.7,4.2,251,207,480,151,631,209,753,152,19,19,19,19,14:57.7,18Apr13_111452.1.nmf
775,214,3,-86.9,-7.3,1.8,251,207,480,151,631,209,753,152,19,19,19,19,14:57.2,18Apr13_111452.1.nmf
775,214,3,-86.9,-7.2,0.3,251,207,480,151,631,209,753,152,19,19,19,19,14:56.7,18Apr13_111452.1.nmf
775,214,3,-88.7,-11.6,0.1,251,207,480,151,631,209,753,152,19,19,19,19,14:56.2,18Apr13_111452.1.nmf
775,214,3,-88.5,-6.9,0.3,251,207,480,151,631,209,753,152,19,19,19,19,14:55.7,18Apr13_111452.1.nmf
775,214,3,-86.8,-7,-1.7,251,207,480,151,631,209,753,152,19,19,19,19,14:55.2,18Apr13_111452.1.nmf
775,214,3,-87.5,-7.1,-1.7,251,207,480,151,631,209,753,152,19,19,19,19,14:54.7,18Apr13_111452.1.nmf
775,214,3,-86.2,-7,-0.6,251,207,480,151,631,209,753,152,19,19,19,19,14:54.2,18Apr13_111452.1.nmf
775,214,3,-88,-7.4,-1,251,207,480,151,631,209,753,152,19,19,19,19,14:53.7,18Apr13_111452.1.nmf
775,214,3,-86,-7.4,3.3,251,207,480,151,631,209,753,152,19,19,19,19,14:53.2,18Apr13_111452.1.nmf
754,275,3,-102.9,-12.3,-3.2,251,207,480,151,631,209,753,152,19,19,19,19,17:44.7,18Apr13_161736.1.nmf
754,275,3,-101.6,-12.5,-4.9,251,207,480,151,631,209,753,152,19,19,19,19,17:42.9,18Apr13_161736.1.nmf
754,275,3,-102.4,-12.4,-2.9,251,207,480,151,631,209,753,152,19,19,19,19,17:42.0,18Apr13_161736.1.nmf
754,275,54,-99.4,-10.9,6.7,251,207,480,151,631,209,753,152,19,19,19,19,17:40.5,18Apr13_161736.1.nmf
754,275,54,-95.1,-9.1,10.7,251,207,480,151,631,209,753,152,19,19,19,19,17:39.2,18Apr13_161736.1.nmf
754,275,54,-94.8,-9.8,10.8,251,207,480,151,631,209,753,152,19,19,19,19,17:37.4,18Apr13_161736.1.nmf
754,275,54,-95.5,-7,20.9,251,207,480,151,631,209,753,152,19,19,19,19,17:36.3,18Apr13_161736.1.nmf
708,215,54,-84.3,-6.7,26.9,251,207,480,151,631,209,753,152,19,19,19,19,13:28.8,18Apr13_171326.1.nmf
708,215,54,-81.3,-6.2,27.6,251,207,480,151,631,209,753,152,19,19,19,19,13:27.1,18Apr13_171326.1.nmf
708,215,54,-79.1,-6.3,30,251,207,480,151,631,209,753,152,19,19,19,19,13:26.3,18Apr13_171326.1.nmf
817,236,3,-93.4,-9.1,10.9,251,207,480,151,631,209,753,152,19,19,19,19,17:01.0,18Apr13_161657.1.nmf
817,236,3,-91,-6.8,11.2,251,207,480,151,631,209,753,152,19,19,19,19,16:59.4,18Apr13_161657.1.nmf
817,236,3,-91.8,-6.7,11.3,251,207,480,151,631,209,753,152,19,19,19,19,16:58.1,18Apr13_161657.1.nmf
817,236,3,-91.7,-6.9,9.9,251,207,480,151,631,209,753,152,19,19,19,19,16:57.5,18Apr13_161657.1.nmf
806,165,3,-79.3,-6.1,29.7,251,207,480,151,631,209,753,152,19,19,19,19,04:15.0,18Apr13_110407.1.nmf
806,165,3,-78.8,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,04:14.5,18Apr13_110407.1.nmf
806,165,3,-78.7,-6.1,29.9,251,207,480,151,631,209,753,152,19,19,19,19,04:14.0,18Apr13_110407.1.nmf
806,165,3,-78.1,-6,30,251,207,480,151,631,209,753,152,19,19,19,19,04:13.5,18Apr13_110407.1.nmf
806,165,3,-77.9,-6.1,30,251,207,480,151,631,209,753,152,19,19,19,19,04:13.0,18Apr13_110407.1.nmf
806,165,3,-77.9,-6.1,30,251,207,480,151,631,209,753,152,19,19,19,19,04:12.5,18Apr13_110407.1.nmf
806,165,3,-78.1,-6.1,29.8,251,207,480,151,631,209,753,152,19,19,19,19,04:12.0,18Apr13_110407.1.nmf
806,165,3,-78.2,-6.1,29.9,251,207,480,151,631,209,753,152,19,19,19,19,04:11.5,18Apr13_110407.1.nmf
806,165,3,-78.1,-6,29.9,251,207,480,151,631,209,753,152,19,19,19,19,04:11.0,18Apr13_110407.1.nmf
806,165,3,-77.6,-6,29.6,251,207,480,151,631,209,753,152,19,19,19,19,04:10.5,18Apr13_110407.1.nmf
806,165,3,-81,-6,29,251,207,480,151,631,209,753,152,19,19,19,19,04:10.0,18Apr13_110407.1.nmf
806,165,3,-82.2,-6.1,29.5,251,207,480,151,631,209,753,152,19,19,19,19,04:09.5,18Apr13_110407.1.nmf
806,165,3,-77.4,-6.1,29.9,251,207,480,151,631,209,753,152,19,19,19,19,04:09.0,18Apr13_110407.1.nmf
806,165,3,-76.4,-6,29.6,251,207,480,151,631,209,753,152,19,19,19,19,04:08.5,18Apr13_110407.1.nmf
806,165,3,-76.8,-6.1,29.6,251,207,480,151,631,209,753,152,19,19,19,19,04:08.0,18Apr13_110407.1.nmf
806,165,3,-76.8,-6.1,29.4,251,207,480,151,631,209,753,152,19,19,19,19,04:07.5,18Apr13_110407.1.nmf
521,231,54,-95,-8.7,5.5,251,207,480,151,631,209,753,152,19,19,19,19,29:56.0,18Apr13_162950.1.nmf
521,231,54,-96.3,-7.6,7.6,251,207,480,151,631,209,753,152,19,19,19,19,29:54.7,18Apr13_162950.1.nmf
521,231,54,-95.8,-8.1,6.2,251,207,480,151,631,209,753,152,19,19,19,19,29:53.4,18Apr13_162950.1.nmf
521,231,54,-96,-9.4,6.6,251,207,480,151,631,209,753,152,19,19,19,19,29:52.1,18Apr13_162950.1.nmf
521,231,2,-91.2,-7.1,23.6,251,207,480,151,631,209,753,152,19,19,19,19,29:51.1,18Apr13_162950.1.nmf
521,231,2,-89.9,-6.5,25.2,251,207,480,151,631,209,753,152,19,19,19,19,29:50.9,18Apr13_162950.1.nmf
169,209,1,-88.3,-6.5,16.7,251,207,480,151,631,209,753,152,19,19,19,19,59:00.3,18Apr13_165856.1.nmf
169,209,1,-88.8,-7.6,8.8,251,207,480,151,631,209,753,152,19,19,19,19,58:58.3,18Apr13_165856.1.nmf
169,209,1,-89.6,-6.3,18.9,251,207,480,151,631,209,753,152,19,19,19,19,58:57.9,18Apr13_165856.1.nmf
169,209,1,-93.1,-6.6,14.8,251,207,480,151,631,209,753,152,19,19,19,19,58:56.8,18Apr13_165856.1.nmf
210,103,1,-93.8,-6.7,27.7,251,207,480,151,631,209,753,152,19,19,19,19,44:23.7,18Apr13_164420.1.nmf
210,103,1,-92.3,-6.6,27.9,251,207,480,151,631,209,753,152,19,19,19,19,44:22.4,18Apr13_164420.1.nmf
210,103,1,-92.6,-7,27.1,251,207,480,151,631,209,753,152,19,19,19,19,44:21.2,18Apr13_164420.1.nmf
210,103,1,-98,-6.5,24.3,251,207,480,151,631,209,753,152,19,19,19,19,44:20.4,18Apr13_164420.1.nmf
205,260,1,-93.8,-7.1,12,251,207,480,151,631,209,753,152,19,19,19,19,51:04.3,18Apr13_165100.1.nmf
205,260,1,-94.4,-6.9,12.3,251,207,480,151,631,209,753,152,19,19,19,19,51:03.1,18Apr13_165100.1.nmf
205,260,1,-95.3,-6.9,12.5,251,207,480,151,631,209,753,152,19,19,19,19,51:01.8,18Apr13_165100.1.nmf
205,260,1,-94.5,-7.3,11.2,251,207,480,151,631,209,753,152,19,19,19,19,51:00.7,18Apr13_165100.1.nmf
870,180,151,-105.3,-6.4,22.5,251,207,480,151,631,209,753,152,19,19,19,19,18:18.0,18Apr13_111814.1.nmf
870,180,151,-101.9,-6.3,24.2,251,207,480,151,631,209,753,152,19,19,19,19,18:17.5,18Apr13_111814.1.nmf
870,180,151,-102.6,-6.2,23.6,251,207,480,151,631,209,753,152,19,19,19,19,18:16.9,18Apr13_111814.1.nmf
870,180,151,-103.1,-6.2,23.6,251,207,480,151,631,209,753,152,19,19,19,19,18:16.3,18Apr13_111814.1.nmf
870,180,151,-103.1,-6.3,22.1,251,207,480,151,631,209,753,152,19,19,19,19,18:15.9,18Apr13_111814.1.nmf
870,180,151,-101.1,-6.2,24.3,251,207,480,151,631,209,753,152,19,19,19,19,18:15.1,18Apr13_111814.1.nmf
870,180,151,-102.7,-6.5,17.6,251,207,480,151,631,209,753,152,19,19,19,19,18:14.7,18Apr13_111814.1.nmf
178,192,1,-83.8,-6.3,27,251,207,480,151,631,209,753,152,19,19,19,19,46:09.9,18Apr13_164607.1.nmf
178,192,1,-87.9,-6.2,23.1,251,207,480,151,631,209,753,152,19,19,19,19,46:07.4,18Apr13_164607.1.nmf
702,108,3,-85.6,-5.9,23.5,251,207,480,151,631,209,753,152,19,19,19,19,11:07.0,18Apr13_111102.1.nmf
702,108,3,-85,-5.8,23.2,251,207,480,151,631,209,753,152,19,19,19,19,11:06.5,18Apr13_111102.1.nmf
702,108,3,-84.3,-6.1,24.6,251,207,480,151,631,209,753,152,19,19,19,19,11:06.0,18Apr13_111102.1.nmf
702,108,3,-82.9,-5.9,24.2,251,207,480,151,631,209,753,152,19,19,19,19,11:05.4,18Apr13_111102.1.nmf
702,108,3,-83.6,-6,24.7,251,207,480,151,631,209,753,152,19,19,19,19,11:04.9,18Apr13_111102.1.nmf
702,108,3,-84.8,-5.9,24.7,251,207,480,151,631,209,753,152,19,19,19,19,11:04.4,18Apr13_111102.1.nmf
702,108,3,-84.7,-6,24.6,251,207,480,151,631,209,753,152,19,19,19,19,11:03.9,18Apr13_111102.1.nmf
702,108,3,-83.5,-5.8,25,251,207,480,151,631,209,753,152,19,19,19,19,11:03.4,18Apr13_111102.1.nmf
702,108,3,-84.5,-5.9,24.2,251,207,480,151,631,209,753,152,19,19,19,19,11:02.9,18Apr13_111102.1.nmf
379,137,2,-101.5,-6.6,18.7,251,207,480,151,631,209,753,152,19,19,19,19,38:50.7,18Apr13_163846.1.nmf
379,137,2,-96.3,-6.8,17.4,251,207,480,151,631,209,753,152,19,19,19,19,38:48.6,18Apr13_163846.1.nmf
379,137,2,-99.4,-6.8,17.9,251,207,480,151,631,209,753,152,19,19,19,19,38:48.2,18Apr13_163846.1.nmf
379,137,2,-100.7,-8.5,15.1,251,207,480,151,631,209,753,152,19,19,19,19,38:46.9,18Apr13_163846.1.nmf
296,229,1,-94.3,-6.8,26.5,251,207,480,151,631,209,753,152,19,19,19,19,54:39.4,18Apr13_165437.1.nmf
296,229,1,-95.2,-6.5,27,251,207,480,151,631,209,753,152,19,19,19,19,54:38.1,18Apr13_165437.1.nmf
296,229,1,-95.3,-6.4,27.6,251,207,480,151,631,209,753,152,19,19,19,19,54:37.3,18Apr13_165437.1.nmf
656,277,54,-79.5,-6.3,26.3,251,207,480,151,631,209,753,152,19,19,19,19,19:12.3,18Apr13_161910.1.nmf
