location_x,location_y,PCI,RSRP
6.7345,14.4535,37,-98.447619
6.9145,12.196,37,-101.617647
6.9145,12.196,39,-114.5
7.0315,16.8175,37,-111.62
7.0315,16.8175,39,-120.75
8.6875,16.657,37,-114.455556
8.6875,16.657,39,-122.45
8.8765,14.755,37,-109
8.8765,14.755,39,-119.1
8.935,12.382,37,-103.1
8.935,12.382,39,-116.266667
9.673,13.4305,37,-99.877311
9.673,13.4305,39,-110.375
11.2135,13.3915,37,-93.904878
12.751,13.234,37,-92.196992
14.65,13.3045,37,-88.912134
16.4245,13.141,37,-86.221233
18.205,13.2145,37,-84.788732
19.864,13.1725,37,-84.746853
21.6415,13.1275,37,-75.492836
23.5375,13.0795,37,-77.540741
25.6705,13.0255,37,-79.273234
27.0925,12.9895,37,-87.635448
28.7515,12.9475,37,-88.239146
30.529,12.9025,37,-87.32
30.529,12.9025,39,-99.118519
32.185,12.742,37,-93.840816
33.61,12.8245,37,-97.745
33.61,12.8245,39,-105.8
35.3905,12.898,37,-98.835892
35.3905,12.898,38,-115
35.3905,12.898,39,-96.5
37.639,12.7225,37,-102.911765
37.639,12.7225,39,-101.141667
39.301,12.799,37,-102.194444
39.301,12.799,39,-99.567187
40.5775,21.067,38,-101.748
41.3785,24.604,38,-112.514286
41.3785,24.604,39,-122.43
41.5735,22.939,38,-109.645833
41.5735,22.939,39,-122.073684
41.665,12.502,37,-100.550877
41.665,12.502,38,-107.8
42.118,21.028,38,-97.598895
43.2775,24.6745,38,-106.266667
43.2775,24.6745,39,-117.7
43.4215,20.995,38,-92.027376
43.4455,12.5755,37,-99.970588
43.4455,12.5755,39,-97.139939
43.4755,23.128,38,-110.45
43.4755,23.128,39,-121.3
44.749,12.5425,37,-103.1
44.749,12.5425,38,-102.466667
44.749,12.5425,39,-96.803488
45.052,24.511,38,-107.521429
45.052,24.511,39,-112.114815
45.0805,20.953,38,-93.821012
45.25,22.9645,38,-104.28
45.25,22.9645,39,-115.1
46.648,12.613,38,-97.849014
46.8295,24.466,38,-104.1
46.8295,24.466,39,-112.675
47.0245,22.801,38,-102.012749
47.089,20.665,38,-85.319157
49.1755,23.458,38,-92.58254
49.6705,14.908,38,-78.774648
49.696,20.599,38,-77.231287
49.726,12.4165,38,-84.213187
49.834,16.6825,38,-80.843662
49.879,18.46,38,-74.127937
52.0375,14.7295,38,-84.471032
52.066,20.539,38,-85.222441
52.0855,16.6255,38,-78.004938
52.102,12.5935,38,-83.826087
52.102,12.5935,39,-91.466875
52.1305,18.403,38,-74.595035
53.959,20.3725,38,-82.748249
53.9785,16.459,38,-85.458501
53.989,12.19,38,-89.059223
54.145,18.352,38,-82.792578
54.1675,14.557,38,-82.935055
54.8695,23.551,38,-92.140264
55.5355,12.388,39,-88.313652
55.633,20.923,38,-87.564427
56.515,8.9245,38,-107.4
56.515,8.9245,39,-96.046862
57.022,0.8485,39,-107.62069
57.022,0.8485,40,-114.675
57.07,2.7445,39,-106.8
57.07,2.7445,40,-110.683333
57.076,12.349,39,-84.912548
57.112,4.4035,38,-115.9
57.112,4.4035,39,-101.14
57.112,4.4035,40,-111.266667
57.595,23.482,38,-90.544298
57.997,20.626,38,-87.67326
58.735,12.307,39,-83.455
59.542,6.7135,39,-95.168359
59.7115,8.725,38,-109.88
59.7115,8.725,39,-99.543151
59.7115,8.725,40,-109.547368
59.7745,20.581,38,-95.201818
59.968,23.5405,38,-102.17
59.968,23.5405,41,-107.23871
60.394,12.265,39,-85.833721
61.4335,20.539,38,-100.511842
61.678,6.778,39,-87.725346
61.6975,12.232,39,-81.291139
61.963,8.668,39,-89.83777
62.6185,20.509,38,-96.596644
62.953,0.9355,39,-99.255172
62.953,0.9355,40,-102.2
63.3565,12.19,39,-74.895849
63.97,3.637,39,-91.6
