Location_x,Location_y,PCI,RSRP,RSRQ,SNR,Location_SC1_x,Location_SC1_y,Location_SC2_x,Location_SC2_y,Location_SC3_x,Location_SC3_y,Location_SC5_x,Location_SC5_y,Power_SC1,Power_SC2,Power_SC3,Power_SC5,file_name,time
808.00,186.00,3,-86.5,-5.9,27.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110423.1.nmf,11:04:24.048
665.00,265.00,54,-80.4,-6.6,16.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161932.1.nmf,16:19:37.505
665.00,265.00,54,-80.5,-6.4,17.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161932.1.nmf,16:19:35.668
665.00,265.00,54,-81.4,-6.6,16.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161932.1.nmf,16:19:35.182
665.00,265.00,54,-77.8,-6.3,20.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161932.1.nmf,16:19:33.076
665.00,265.00,54,-83.7,-6.3,21.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161932.1.nmf,16:19:32.972
820.00,210.00,3,-90.9,-7.2,-0.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:22.391
820.00,210.00,3,-90.8,-6.8,-0.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:21.889
820.00,210.00,3,-92.0,-6.8,-0.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:21.381
820.00,210.00,3,-90.8,-6.7,0.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:20.875
820.00,210.00,3,-94.6,-8.3,-0.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:20.374
820.00,210.00,3,-94.6,-8.1,-1.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:19.871
820.00,210.00,3,-93.4,-7.3,-1.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:19.355
820.00,210.00,3,-94.8,-7.3,0.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111518.1.nmf,11:15:18.854
791.00,102.00,3,-80.1,-8.9,29.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:30.709
791.00,102.00,3,-77.8,-6.1,29.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:30.206
791.00,102.00,3,-76.7,-6.3,29.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:29.706
791.00,102.00,3,-74.8,-5.9,29.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:29.196
791.00,102.00,3,-77.2,-6.1,29.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:28.690
791.00,102.00,3,-78.9,-5.9,29.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:28.190
791.00,102.00,3,-76.0,-7.8,29.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:27.689
791.00,102.00,3,-79.8,-6.0,28.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:27.186
791.00,102.00,3,-82.1,-6.4,29.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:26.676
791.00,102.00,3,-79.4,-6.8,29.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:26.170
791.00,102.00,3,-79.8,-5.8,29.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:25.669
791.00,102.00,3,-81.9,-6.9,29.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:25.166
791.00,102.00,3,-81.9,-6.4,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:24.657
791.00,102.00,3,-82.8,-6.2,29.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:24.156
791.00,102.00,3,-82.6,-7.3,28.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:23.649
791.00,102.00,3,-80.8,-6.8,28.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:23.149
791.00,102.00,3,-79.9,-8.1,28.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110322.1.nmf,11:03:22.649
367.00,210.00,1,-92.0,-7.2,13.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170210.1.nmf,17:02:12.471
367.00,210.00,1,-92.0,-8.4,13.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170210.1.nmf,17:02:11.484
367.00,210.00,1,-93.0,-6.3,18.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170210.1.nmf,17:02:11.046
258.00,147.00,1,-96.6,-6.2,26.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164124.1.nmf,16:41:28.340
258.00,147.00,1,-90.8,-6.5,28.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164124.1.nmf,16:41:27.060
258.00,147.00,1,-92.2,-6.8,30.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164124.1.nmf,16:41:25.780
258.00,147.00,1,-93.0,-6.4,29.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164124.1.nmf,16:41:24.734
694.00,187.00,54,-97.8,-5.9,1.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170350.1.nmf,17:03:52.470
694.00,187.00,54,-91.4,-6.6,4.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170350.1.nmf,17:03:51.122
694.00,187.00,3,-87.1,-8.5,17.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170350.1.nmf,17:03:50.540
694.00,187.00,3,-86.2,-8.9,15.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_170350.1.nmf,17:03:50.133
726.00,278.00,3,-95.9,-6.4,29.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_171421.1.nmf,17:14:22.975
726.00,278.00,3,-98.9,-6.3,25.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_171421.1.nmf,17:14:21.722
636.00,282.00,54,-85.6,-6.3,25.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161920.1.nmf,16:19:24.072
636.00,282.00,54,-90.1,-6.2,22.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161920.1.nmf,16:19:22.382
636.00,282.00,54,-92.0,-6.3,23.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161920.1.nmf,16:19:21.102
636.00,282.00,54,-84.4,-6.3,26.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_161920.1.nmf,16:19:20.351
753.00,212.00,3,-83.8,-7.9,5.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:46.104
753.00,212.00,3,-87.4,-6.5,5.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:45.597
753.00,212.00,3,-87.8,-6.9,4.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:45.096
753.00,212.00,3,-87.1,-6.3,3.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:44.593
753.00,212.00,3,-87.9,-7.1,4.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:44.091
753.00,212.00,3,-88.8,-5.1,6.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:43.583
753.00,212.00,3,-86.4,-6.4,5.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:43.076
753.00,212.00,3,-87.8,-8.9,4.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:42.575
753.00,212.00,3,-86.1,-7.2,7.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:42.073
753.00,212.00,3,-82.8,-8.6,6.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:41.563
753.00,212.00,3,-84.8,-6.8,2.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111441.1.nmf,11:14:41.063
503.00,177.00,2,-78.9,-6.3,28.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163452.1.nmf,16:34:56.680
503.00,177.00,2,-78.7,-6.1,27.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163452.1.nmf,16:34:55.480
503.00,177.00,2,-78.9,-6.3,27.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163452.1.nmf,16:34:54.280
503.00,177.00,2,-77.1,-6.4,28.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163452.1.nmf,16:34:53.080
503.00,177.00,2,-72.6,-6.3,29.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163452.1.nmf,16:34:52.779
731.00,195.00,3,-79.8,-5.6,26.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:18.169
731.00,195.00,3,-80.6,-5.9,28.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:17.669
731.00,195.00,3,-81.0,-6.1,28.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:17.162
731.00,195.00,3,-77.9,-6.0,27.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:16.661
731.00,195.00,3,-78.1,-6.1,27.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:16.159
731.00,195.00,3,-79.7,-5.9,27.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:15.650
731.00,195.00,3,-81.6,-5.9,27.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:15.149
731.00,195.00,3,-81.4,-6.6,27.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:14.643
731.00,195.00,3,-81.2,-5.9,28.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:14.142
731.00,195.00,3,-81.1,-5.8,26.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:13.640
731.00,195.00,3,-80.9,-5.9,26.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:13.123
731.00,195.00,3,-80.5,-5.9,26.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:12.628
731.00,195.00,3,-79.4,-5.9,27.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:12.122
731.00,195.00,3,-80.4,-6.0,28.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:11.619
731.00,195.00,3,-80.3,-6.1,28.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:11.119
731.00,195.00,3,-80.9,-5.9,28.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:10.615
731.00,195.00,3,-79.6,-5.9,28.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:10.110
731.00,195.00,3,-79.8,-6.1,28.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:09.603
731.00,195.00,3,-82.6,-6.0,29.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:09.102
731.00,195.00,3,-81.9,-6.0,29.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:08.599
731.00,195.00,3,-80.1,-6.0,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:08.097
731.00,195.00,3,-79.4,-6.1,29.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:07.589
731.00,195.00,3,-78.8,-6.0,29.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:07.082
731.00,195.00,3,-78.9,-6.0,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:06.581
731.00,195.00,3,-81.3,-6.1,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:06.079
731.00,195.00,3,-82.3,-6.1,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:05.569
731.00,195.00,3,-83.2,-6.1,28.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:05.069
731.00,195.00,3,-80.6,-6.0,28.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:04.563
731.00,195.00,3,-80.7,-5.9,27.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:04.062
731.00,195.00,3,-78.4,-5.9,28.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_110903.1.nmf,11:09:03.559
127.00,189.00,1,-102.9,-7.2,15.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:40.315
127.00,189.00,1,-105.6,-7.3,13.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:38.881
127.00,189.00,1,-105.9,-6.6,14.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:38.655
127.00,189.00,1,-107.3,-6.7,14.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:36.321
127.00,189.00,1,-102.1,-6.8,17.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:36.320
127.00,189.00,1,-102.1,-6.5,16.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:33.855
127.00,189.00,1,-101.6,-6.7,19.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:32.655
127.00,189.00,1,-103.1,-5.8,20.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_165931.1.nmf,16:59:31.610
206.00,118.00,1,-103.6,-12.9,-1.0,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164409.1.nmf,16:44:13.474
206.00,118.00,1,-100.3,-7.6,9.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164409.1.nmf,16:44:12.274
206.00,118.00,1,-95.3,-8.4,7.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164409.1.nmf,16:44:11.074
206.00,118.00,1,-97.4,-9.5,4.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_164409.1.nmf,16:44:10.898
350.00,135.00,2,-103.3,-6.9,18.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163944.1.nmf,16:39:49.741
350.00,135.00,2,-101.9,-6.6,19.2,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163944.1.nmf,16:39:48.645
350.00,135.00,2,-103.1,-7.3,15.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163944.1.nmf,16:39:47.079
350.00,135.00,2,-104.6,-7.3,16.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163944.1.nmf,16:39:47.071
350.00,135.00,2,-102.4,-6.8,15.3,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_163944.1.nmf,16:39:44.934
764.00,136.00,3,-79.2,-5.9,29.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:33.105
764.00,136.00,3,-80.0,-5.8,29.1,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:32.598
764.00,136.00,3,-80.3,-5.9,29.5,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:32.098
764.00,136.00,3,-80.5,-6.1,28.9,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:31.598
764.00,136.00,3,-78.9,-6.1,28.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:31.095
764.00,136.00,3,-81.6,-6.3,28.6,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:30.592
764.00,136.00,3,-76.2,-5.4,29.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:30.079
764.00,136.00,3,-75.1,-5.9,29.4,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:29.578
764.00,136.00,3,-81.3,-5.7,29.7,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_111228.1.nmf,11:12:29.078
588.00,255.00,54,-84.6,-6.5,28.8,251,207,480,151,631,209,753,152,19,19,19,19,18Apr13_162507.1.nmf,16:25:09.260
