location_x,location_y,PCI,RSRP
6.9175,12.3145,37,-106.975
6.9175,12.3145,39,-114.275
6.9715,14.4475,37,-118.673333
6.9715,14.4475,39,-123.002857
7.0285,16.699,37,-120.942857
7.0285,16.699,39,-124.75
8.6845,16.5385,37,-122.1375
8.6845,16.5385,39,-126.05
8.8705,14.518,37,-121.42
8.8705,14.518,39,-125.982353
8.932,12.2635,39,-110.328571
9.5545,13.4335,37,-107.935
9.5545,13.4335,38,-118.6
9.5545,13.4335,39,-108.664286
11.095,13.3945,37,-99.910345
11.095,13.3945,39,-108.663158
12.8695,13.231,37,-99.344304
12.8695,13.231,39,-105.36
14.647,13.186,37,-101.958333
14.647,13.186,39,-111.328571
16.546,13.2565,37,-95.294737
18.3235,13.2115,37,-94.940826
19.7425,13.057,37,-88.990361
21.6385,13.009,37,-81.497959
23.5405,13.198,37,-82.493074
25.789,13.0225,37,-91.82902
27.0895,12.871,37,-95.991837
28.63,12.832,37,-99.089593
28.63,12.832,39,-102.45
30.6475,12.8995,37,-101.9
30.6475,12.8995,39,-107.628571
32.0665,12.745,38,-108.816667
32.0665,12.745,39,-106.966667
33.4915,12.8275,38,-104.45
33.4915,12.8275,39,-101.184615
35.506,12.7765,37,-109.473913
35.506,12.7765,38,-113.023077
35.506,12.7765,39,-108.633333
37.639,12.7225,37,-115.833333
37.639,12.7225,38,-109.433333
39.4195,12.796,38,-100.097183
39.4195,12.796,39,-102.023913
40.699,21.1825,39,-121.216667
40.699,21.1825,41,-116.433333
41.263,24.7255,38,-93.067164
41.5735,22.939,38,-91.509626
41.668,12.6205,37,-109.176923
41.668,12.6205,38,-105.8
41.668,12.6205,39,-108.066667
41.9935,20.794,38,-94.84901
43.2805,24.793,38,-84.567681
43.4155,20.758,38,-89.160985
43.4455,12.5755,38,-99.299519
43.4455,12.5755,39,-104.983871
43.4695,22.891,38,-88.944235
44.746,12.424,38,-92.980786
45.052,24.511,38,-84.849423
45.0745,20.716,38,-79.722433
46.7605,12.373,37,-115.066667
46.7605,12.373,39,-98.474439
46.8265,24.3475,38,-87.147279
46.909,22.9225,38,-82.549815
47.095,20.902,38,-75.589558
49.057,23.461,38,-81.501384
49.5715,20.365,38,-71.525
49.6645,14.671,39,-95.698367
49.831,16.564,39,-103.955556
49.8445,12.4135,37,-120.9
49.8445,12.4135,39,-99.927826
49.879,18.46,39,-103.075758
52.102,12.5935,39,-93.8277
52.1275,18.2845,39,-109.266667
52.144,23.62,38,-80.989177
52.153,14.608,39,-98.579091
52.1845,20.536,38,-77.402448
52.204,16.6225,39,-105.19
53.863,16.5805,39,-109.15
54.0805,20.488,38,-72.602381
54.1105,12.3055,39,-93.218552
54.145,18.352,39,-108.75
54.1705,14.6755,39,-100.216667
54.8665,23.4325,38,-87.566154
55.5385,12.5065,39,-87.837879
55.63,20.8045,38,-83.610121
56.3875,8.572,38,-104.9
56.3875,8.572,39,-97.937234
56.785,0.8545,38,-113.85
56.9515,2.7475,38,-112.1
56.9515,2.7475,39,-106.4
56.9515,2.7475,40,-107.9
56.9575,12.352,39,-88.137945
56.9935,4.4065,38,-109.2
56.9935,4.4065,39,-102.875
56.9935,4.4065,40,-111.75
57.4735,23.3665,38,-89.267755
57.76,20.632,38,-86.625086
58.738,12.4255,39,-82.828169
59.305,6.7195,39,-93.828922
59.596,8.8465,38,-105.635294
59.596,8.8465,39,-103.936842
59.596,8.8465,40,-112.210526
59.893,20.578,38,-87.321901
59.968,23.5405,38,-97.700329
60.2755,12.268,39,-83.874312
60.586,1.114,39,-106.242857
60.586,1.114,40,-108.4
61.1965,20.545,38,-89.086007
61.675,6.6595,39,-94.588703
61.6945,12.1135,39,-81.778571
61.8475,8.7895,39,-90.463197
61.864,23.4925,38,-101.9
61.864,23.4925,41,-111.555556
62.734,20.3875,38,-95.288591
62.953,0.9355,39,-100.146667
62.953,0.9355,40,-102.98
63.3595,12.3085,39,-74.920465
64.045,6.5995,39,-87.129858
64.0885,3.634,40,-88.49403
64.2805,20.5855,38,-103.683333
64.2805,20.5855,41,-98.904587
64.7785,12.154,39,-69.983333
65.7025,20.5495,38,-95.8168
65.9845,3.586,39,-94.575
65.9845,3.586,40,-91.930469
65.986,8.329,39,-84.879835
66.175,6.427,39,-87.854976
66.6715,11.9875,39,-65.3328
67.1185,20.2765,38,-106.6
67.1185,20.2765,41,-104.333333
67.522,3.4285,40,-91.143083
67.6,6.5095,39,-88.506714
68.5705,12.058,39,-73.339831
68.659,20.2375,38,-106.915385
68.659,20.2375,41,-103.31
68.8435,22.8415,41,-98.119792
69.1015,4.93,39,-85.674877
69.1015,4.93,40,-89.52
69.1855,8.248,39,-78.0665
69.2965,3.265,40,-84.333051
69.4735,10.2565,39,-68.641441
69.499,6.58,39,-91.559259
70.3225,15.6895,39,-90.617063
70.3225,15.6895,41,-96.84
70.3795,17.941,39,-94.597954
70.3795,17.941,41,-94.353409
70.396,13.909,39,-87.448352
70.4965,22.5625,41,-93.637643
70.7035,12.004,39,-76.697525
70.9945,4.7635,40,-86.051163
71.077,3.3385,40,-86.209968
71.203,8.3155,39,-81.847196
72.2725,17.7745,39,-98.1
72.2725,17.7745,41,-95.069305
72.277,22.636,41,-86.725764
72.298,14.098,39,-89.735714
72.343,15.8755,39,-88.083019
72.3565,11.725,39,-83.650602
72.97,3.172,40,-80.758582
73.1245,4.591,40,-80.675
73.336,8.2615,39,-85.544131
73.933,22.4755,41,-93.844541
74.053,17.848,39,-94.014286
74.053,17.848,41,-92.365238
74.0815,14.29,39,-91.224255
74.1145,15.5935,41,-89.300823
74.377,11.911,39,-85.851196
74.5495,4.6735,40,-78.561111
74.7415,2.89,40,-77.34491
75.001,8.4565,40,-78.585075
75.3775,18.6445,41,-80.739231
76.153,16.4905,41,-79.523223
76.1935,13.4065,41,-87.298837
76.2325,14.947,41,-84.948113
76.51,11.857,39,-85.655556
76.8715,2.7175,40,-79.109664
76.9165,4.495,40,-78.978404
77.2375,7.807,40,-82.409735
77.392,18.5935,41,-80.922807
78.0415,11.4625,39,-90.657143
78.0415,11.4625,41,-85.535714
78.1795,16.9135,41,-73.875
78.3205,13.1155,41,-81.230204
78.5995,14.7685,41,-80.851203
78.775,7.6495,40,-85.751152
79.162,4.201,40,-80.722984
79.2355,2.4205,40,-79.11592
79.3255,15.343,41,-69.389837
79.5175,22.927,41,-71.808036
79.528,18.658,41,-82.63834
79.9495,11.8885,41,-84.858447
80.5555,7.723,40,-92.6
80.5555,7.723,41,-90.708397
80.6725,2.977,40,-85.108494
80.9845,15.301,41,-70.282949
81.6085,11.8465,41,-83.395673
82.0375,10.057,41,-82.157872
82.096,7.684,41,-88.472277
82.252,4.4785,41,-84.740909
82.288,5.9005,41,-88.636129
82.3315,2.935,40,-81.318771
82.7155,18.103,41,-65.52549
82.717,22.846,41,-77.54375
82.759,15.1375,41,-68.269708
82.891,20.3515,41,-69.370982
83.143,11.5705,39,-95.8125
83.143,11.5705,41,-88.024
83.6395,7.7635,40,-98.2125
83.6395,7.7635,41,-94.811856
83.872,2.896,40,-86.258376
84.418,15.0955,41,-69.878319
84.49,17.9395,41,-69.055
84.802,11.5285,41,-88.220388
84.9715,22.9075,41,-74.967704
85.288,2.623,40,-92.188341
85.288,2.623,41,-93.8
85.414,7.6,41,-98.134529
85.843,15.178,41,-71.846586
86.623,17.8855,41,-77.341313
86.8165,11.4775,41,-83.606019
87.073,7.558,39,-109.575
87.073,7.558,40,-102.8
87.073,7.558,41,-98.666169
87.13,9.8095,41,-92.607556
87.1435,15.0265,41,-72.657088
87.3115,2.9275,40,-92.810577
87.67,21.772,41,-75.854245
87.7195,19.0435,41,-71.787597
87.727,24.0235,41,-78.761372
88.2355,11.323,41,-85.073208
88.2775,12.982,41,-82.928452
88.285,17.962,41,-81.210425
88.3135,14.404,41,-77.336364
88.3645,16.4185,41,-78.271004
89.1985,2.524,40,-98.402439
89.1985,2.524,41,-101
89.446,7.6165,40,-101.6
89.446,7.6165,41,-97.491166
89.5,9.7495,41,-92.596992
89.9785,23.9665,41,-87.351613
90.043,21.8305,41,-89.151402
90.0865,18.865,41,-84.096739
90.487,11.266,41,-89.265217
90.631,16.954,41,-84.854887
90.775,13.2745,41,-86.744
90.814,14.815,41,-85.787755
91.573,7.3255,41,-92.218107
92.098,18.6955,41,-85.30083
92.227,23.791,41,-90.055725
92.2675,11.3395,41,-89.344223
92.2885,21.5365,41,-89.791697
93.574,11.425,41,-97.020093
94.2475,14.6095,41,-112.6
94.2475,14.6095,42,-98.838397
94.3645,9.8635,39,-114.833333
94.3645,9.8635,41,-112
94.3645,9.8635,42,-107.333333
94.4335,12.589,42,-90.981735
96.1495,14.7985,42,-95.113944
96.208,12.4255,39,-106.6
96.208,12.4255,41,-99.842105
96.208,12.4255,42,-107.664706
96.2605,9.8155,39,-109.481818
96.2605,9.8155,41,-98.547297
96.2605,9.8155,42,-109.9
97.903,13.8055,41,-115.044444
97.903,13.8055,42,-104.180952
98.0635,15.4615,42,-81.249565
98.227,17.236,42,-76.66381
98.3755,18.418,42,-77.063592
98.4205,20.1955,42,-77.271351
100.039,13.87,42,-102.883333
100.153,18.373,42,-75.299065
100.1935,15.289,42,-74.490498
100.357,17.0635,42,-76.34
101.8525,15.247,42,-78.069106
101.9275,18.2095,42,-69.806148
102.013,16.903,42,-74.051502
